location,ds,yhat,yhat_lower,yhat_upper
Germany,2022-10-30,53365.52750220279,32233.349917022606,75062.70843494199
Germany,2022-10-31,52400.37713397738,31648.493297689987,72286.06513434558
Germany,2022-11-01,51444.9215781045,29683.74384427761,72436.09935561969
Germany,2022-11-02,50492.92008855057,28777.26924752024,71424.8121423882
Germany,2022-11-03,49558.23031870616,28695.46049978193,70827.6506670507
Germany,2022-11-04,48650.93178740855,27789.01341948934,68713.64276802022
Germany,2022-11-05,47798.752260343375,28061.0196828877,68354.12059712494
Germany,2022-11-06,47016.102690009146,26472.39741079951,67470.87824331547
Germany,2022-11-07,46241.202430320234,25778.96663296922,67010.98716906065
Germany,2022-11-08,45518.788805428,24603.568737371093,66403.74654815372
Germany,2022-11-09,44837.95387874395,24772.97810884662,66202.8688687187
Germany,2022-11-10,44207.27107875563,22529.660437502258,64915.14085925081
Germany,2022-11-11,43631.01211188659,23796.854981324253,65282.35221335
Germany,2022-11-12,43130.675807381725,22724.317374885984,63015.36156343333
Germany,2022-11-13,42714.132679268005,21771.792836547993,65689.17523009224
Germany,2022-11-14,42312.8649211695,22044.6074296488,61820.797347662454
Germany,2022-11-15,41964.79380725444,19798.788436842766,61810.264144839915
Germany,2022-11-16,41652.235171882036,21479.156874544748,61278.59814103379
Germany,2022-11-17,41377.14342526206,20626.804983656803,62157.12984832759
Germany,2022-11-18,41137.44235256646,19514.05250524591,60456.8087424068
Germany,2022-11-19,40948.662218252255,20975.212673566224,61427.19445949546
Germany,2022-11-20,40813.18493960824,21028.21356176831,62391.261716507324
Germany,2022-11-21,40657.57516809484,20722.64291468967,61353.07442558994
Germany,2022-11-22,40515.487557551765,19828.616851071536,60028.93353335402
Germany,2022-11-23,40365.68941715365,19726.219942916992,59463.67814489733
Germany,2022-11-24,40207.357983546965,19676.19683469239,60916.73124196869
Germany,2022-11-25,40036.44961630366,20485.464146419843,60835.445345557266
Germany,2022-11-26,39867.359796879544,18645.613535306846,61526.435605654515
Germany,2022-11-27,39702.17537139743,18217.22479936524,59438.843019527754
Germany,2022-11-28,39467.996879346494,19231.378719108325,60799.47074389477
Germany,2022-11-29,39199.82158044023,19454.0474242018,59633.16609636477
Germany,2022-11-30,38878.527035296174,17398.187499531883,60578.00175066434
Germany,2022-12-01,38506.11544454736,17146.044414656386,59175.55100494936
Germany,2022-12-02,38082.017313336124,16851.906954562968,58851.519422543715
Germany,2022-12-03,37624.6748503801,17138.97587491946,59111.686666678776
Germany,2022-12-04,37140.70830383977,16646.50033063285,56887.93202809154
Germany,2022-12-05,36562.14503191251,16696.95525036607,57372.50464179715
Germany,2022-12-06,35929.20402591671,13862.079164419563,56122.17222357587
Germany,2022-12-07,35228.177948593926,14279.373217420289,55025.58704927354
Germany,2022-12-08,34466.57514916177,14479.527525861155,56445.82925023967
Germany,2022-12-09,33649.322476088746,12911.81212884571,54618.72430945549
Germany,2022-12-10,32800.25149354526,11705.961410798776,52405.71957063538
Germany,2022-12-11,32205.101972587516,11314.688449242953,53445.23872823539
Germany,2022-12-12,31526.881471283094,10343.597923406178,52045.70514694341
Germany,2022-12-13,30810.361257781944,10216.250247347267,51589.70910627612
Germany,2022-12-14,30045.96628594639,9248.326203042554,51870.16740322113
Germany,2022-12-15,29244.865772097433,8303.782456842404,50516.523850468504
Germany,2022-12-16,28415.137471063663,7796.732749955796,49454.9853596224
Germany,2022-12-17,27583.228776322074,5924.69263168832,48284.818026418405
Germany,2022-12-18,26763.020098094807,7694.336119312635,46839.494898530655
Germany,2022-12-19,25892.972049584314,4413.802058985009,46386.76675406554
Germany,2022-12-20,25018.85032946104,5199.706848419358,45255.209757634104
Germany,2022-12-21,24131.57094332571,2959.5439715886187,45369.60783291418
Germany,2022-12-22,23242.328202156867,3272.9181307117797,43717.68796163019
Germany,2022-12-23,22358.805693934428,3936.7289433123733,43658.22484267462
Germany,2022-12-24,21506.691627095857,997.581078357735,42376.07982499958
Germany,2022-12-25,20698.80207877081,-2667.7241821851803,41421.45352872375
Germany,2022-12-26,19872.291616068396,-1745.5282702317813,41437.33800692611
Germany,2022-12-27,19071.443033578056,-1517.0849323813914,39638.98954193167
Germany,2022-12-28,18285.57668325398,-3520.4919255299887,38681.596433522216
Germany,2022-12-29,17524.239709111233,-4514.754301802913,37901.20585141993
Germany,2022-12-30,16793.473361016153,-2577.7903981233594,38906.49473444073
Germany,2022-12-31,16117.377928195774,-5038.710575595411,37449.866335494844
Germany,2023-01-01,15507.277188470682,-4211.1869247109025,36121.3831226341
Germany,2023-01-02,14898.960476636677,-7463.995045868547,34566.491369150805
Germany,2023-01-03,14335.493067344027,-5802.047937822293,33919.39556038284
Germany,2023-01-04,13805.13465368371,-6915.2886533853725,33863.25921182992
Germany,2023-01-05,13316.52591887274,-7450.976681873153,33929.18373004387
Germany,2023-01-06,12874.941456018772,-8114.344753909583,34871.92959742503
Germany,2023-01-07,12503.829058423613,-8432.836489093777,32816.56069511087
Germany,2023-01-08,12213.938152549743,-7180.650468008191,33676.14985083909
Germany,2023-01-09,11940.516729511546,-7745.8364164419245,31422.69584063259
Germany,2023-01-10,11726.069069365687,-10051.529452522616,33257.796718165264
Germany,2023-01-11,11558.215944549642,-8248.550427035421,32303.055823071318
Germany,2023-01-12,11444.819460542509,-9044.653975320345,31397.463979405482
Germany,2023-01-13,11390.173145882389,-8258.261108608334,31754.16804188428
Germany,2023-01-14,11416.47980090012,-10176.968899603393,32461.77290799379
Germany,2023-01-15,11532.922421814133,-9369.43781569694,32445.88472332728
Germany,2023-01-16,11672.810082165806,-9261.102401252374,33307.33733891148
Germany,2023-01-17,11876.293495917154,-7698.866459732892,32760.581728976205
Germany,2023-01-18,12128.19420548324,-8806.797051287176,32521.65578458466
Germany,2023-01-19,12433.111561861006,-9194.278888624576,33429.70488625361
Germany,2023-01-20,12791.609800737966,-6618.488144246318,33318.99064614979
Germany,2023-01-21,13221.709035508353,-8548.894876188348,34603.066856986334
Germany,2023-01-22,13727.986361410276,-6899.485111349147,34379.031327518846
Germany,2023-01-23,14238.769353114203,-6698.400082148146,34964.442195357966
Germany,2023-01-24,14788.916572270837,-6138.506611882387,35220.40710142273
Germany,2023-01-25,15357.7283945698,-5124.863831949558,36662.20187039752
Germany,2023-01-26,15944.151160588208,-5406.622036120532,36045.40547983391
Germany,2023-01-27,16543.075273564453,-4239.203091294488,38098.17750789406
Germany,2023-01-28,17166.948892800716,-2526.9573764853653,38265.34941916766
Germany,2023-01-29,17815.01079402023,-3415.2675148223634,38702.732378128945
Germany,2023-01-30,18410.621660217977,-2134.40762853751,38068.98056258323
Germany,2023-01-31,18984.18507247883,-2061.737601873429,39496.47130220067
Germany,2023-02-01,19511.197913753414,-2577.381721905727,39348.68592862189
Germany,2023-02-02,19987.589432320572,-416.4548388348267,40332.258573695435
Germany,2023-02-03,20407.82276446718,496.0850914103731,42144.110013773454
Germany,2023-02-04,20781.591780720417,818.4550637189207,40614.58573962447
Germany,2023-02-05,21108.183171443285,671.2151069238068,41602.2625298302
Germany,2023-02-06,21312.20963383648,732.9969895626048,43365.77691706413
Germany,2023-02-07,21426.587359739136,-464.1658591044901,42413.30009614071
Germany,2023-02-08,21430.617905769108,1068.0850778007452,42470.164628775834
Germany,2023-02-09,21325.331580675986,478.02322863076665,42014.75565713092
Germany,2023-02-10,21109.887632858674,15.853546606676462,40904.14521761393
Germany,2023-02-11,20803.248237592146,1440.2233124176707,42048.846191581084
Germany,2023-02-12,20413.42604611247,1701.5438946733238,41011.370136298676
Germany,2023-02-13,19874.78172272663,-738.3140169759654,41355.969150807665
Germany,2023-02-14,19230.860984360505,-443.2252370792723,40249.89682419771
Germany,2023-02-15,18472.310268806763,-1767.5833790877937,39132.32625363174
Germany,2023-02-16,17612.030918346514,-4136.765447931173,39092.61072386673
Germany,2023-02-17,16661.37057398402,-3304.1581910560353,36193.927059569534
Germany,2023-02-18,15651.57278852476,-5755.288204450899,36621.052055776534
Germany,2023-02-19,14602.78914475695,-6603.257676861572,36187.47662781438
Germany,2023-02-20,13461.135247998329,-6546.055636509518,34143.156585668345
Germany,2023-02-21,12281.285360053462,-10135.009543743594,33671.91080722586
Germany,2023-02-22,11064.150242943824,-8933.765143111614,30990.592533151943
Germany,2023-02-23,9831.80360258829,-11368.643620854906,30933.79330376573
Germany,2023-02-24,8603.461259909664,-12074.052698069036,28118.35680170582
Germany,2023-02-25,7416.739284537255,-12644.382361847922,27541.45001740155
Germany,2023-02-26,6296.500266628397,-15104.538237083372,27023.445799338504
Germany,2023-02-27,5191.7735208606755,-14698.898774618165,24540.440661345277
Germany,2023-02-28,4158.247831790607,-17240.471036519015,24301.925325249547
Germany,2023-03-01,3195.884461820944,-15387.135697794185,24624.85860249708
Germany,2023-03-02,2323.8181841035394,-20165.125108025626,24329.22723809342
Germany,2023-03-03,1556.351984675489,-19222.718820174763,23195.12716789316
Germany,2023-03-04,924.2722757768497,-19919.170603706178,21768.49861324307
Germany,2023-03-05,443.7934588666176,-18752.562624488604,21821.17184111266
Germany,2023-03-06,53.616339532320126,-20828.641015447713,21181.136513872
Germany,2023-03-07,-202.40323131946207,-22093.03180153902,18994.488779277952
Germany,2023-03-08,-337.4309112486262,-21226.57731183659,20184.487174873295
Germany,2023-03-09,-346.5118450610571,-20678.577634014433,19396.3550237608
Germany,2023-03-10,-230.30918672620828,-21097.185722704424,18570.86921380445
Germany,2023-03-11,26.498244334386072,-20356.966516983015,20311.227675998292
Germany,2023-03-12,424.462024843594,-21425.584825708258,20682.13558360941
Germany,2023-03-13,886.7320024573737,-18303.17302587031,21588.72735432985
Germany,2023-03-14,1442.035675428528,-19333.601541634314,22547.013913886556
Germany,2023-03-15,2062.806850712336,-17282.75768538204,23091.62899970419
Germany,2023-03-16,2740.6205814635887,-18006.670896113348,23180.61712976867
Germany,2023-03-17,3462.728692225092,-17526.873365064424,24342.74842674689
Germany,2023-03-18,4233.911079736558,-17010.69467625354,24940.64119484748
Germany,2023-03-19,5045.939923385873,-16851.144170298347,25623.607147984232
Germany,2023-03-20,5815.129825084352,-15071.033923077235,25218.847727137265
Germany,2023-03-21,6565.459263071034,-15877.219654453744,26692.371867492384
Germany,2023-03-22,7266.797703216282,-14047.188074621665,28441.01878825879
Germany,2023-03-23,7910.392904382707,-11806.801308685888,29235.70197586606
Germany,2023-03-24,8485.411293841606,-12045.627415480332,29794.731019776907
Germany,2023-03-25,9000.746242127992,-11865.91281625724,28739.065040992686
Germany,2023-03-26,9454.392103401942,-11249.07554315648,29755.22221771235
Germany,2023-03-27,9770.858854048622,-11678.573803236824,30601.750812155795
Germany,2023-03-28,10225.892874785673,-10368.328284369198,30679.58120113236
Germany,2023-03-29,10559.155550580215,-10185.998258755162,30355.29547711326
Germany,2023-03-30,10774.791991743708,-10364.315086955325,32149.713821305722
Germany,2023-03-31,10875.915263036597,-8686.411283662024,31781.642630345403
Germany,2023-04-01,10886.113663566355,-10177.273217936998,31549.423612161605
Germany,2023-04-02,10818.508345352331,-8049.8107405483925,31413.230566841616
Germany,2023-04-03,10612.84319407305,-8720.529381508859,30872.005083570384
Germany,2023-04-04,10318.102506613297,-9368.79449031416,30772.029020049577
Germany,2023-04-05,9930.20197346553,-10678.3630961747,29356.51718040881
Germany,2023-04-06,9466.919424131902,-12023.517943323612,30238.506480872988
Germany,2023-04-07,8943.870613995246,-12255.298365991193,30823.49897162503
Germany,2023-04-08,8395.757476816925,-10948.250714387663,29638.06472129144
Germany,2023-04-09,7845.199201649577,-13451.651386393101,29274.832573110583
Germany,2023-04-10,7239.633065298333,-14821.915088922711,26923.66930930009
Germany,2023-04-11,6633.7846836664085,-15588.771164568469,26655.97980825774
Germany,2023-04-12,6027.256343044247,-14772.312639022313,25282.035026369438
Germany,2023-04-13,5439.401973765185,-13806.01494996001,26245.556583083282
Germany,2023-04-14,4885.29505218327,-17034.251827344375,26385.007694172265
Germany,2023-04-15,4397.016744454228,-17228.513955798957,25413.537326023397
Germany,2023-04-16,3992.5734278740683,-15408.233186418933,23419.24689490133
Germany,2023-04-17,3612.928217789834,-16966.058672568048,23744.570355441556
Germany,2023-04-18,3304.6428389447783,-17318.385376423354,24434.133902030902
Germany,2023-04-19,3057.6742394919224,-19415.727074447095,22593.237450445435
Germany,2023-04-20,2880.4894144942564,-16909.038050004583,23478.793647341045
Germany,2023-04-21,2776.2989218569846,-18999.346785550337,22229.20080430306
Germany,2023-04-22,2764.630035884893,-18787.171349580745,24095.295687824022
Germany,2023-04-23,2850.541895743296,-16782.262232136065,22820.572548357966
Germany,2023-04-24,2961.9602527607085,-17121.660076847267,22842.1613144982
Germany,2023-04-25,3132.621055214485,-16576.25138356565,23883.619253533227
Germany,2023-04-26,3340.1602632889258,-17367.013050899946,23932.131487139955
Germany,2023-04-27,3581.5066173126615,-17029.427217320623,23254.666118311947
Germany,2023-04-28,3849.371520399538,-15289.882018818418,24986.745649747292
Germany,2023-04-29,4154.051229452486,-17350.11709562079,25198.386302561885
Germany,2023-04-30,4492.838664820047,-15778.218709620114,26320.82788637134
Germany,2023-05-01,4787.518215586293,-15032.015054249987,23382.332531482763
Germany,2023-05-02,5067.429466724187,-15748.229321501874,26291.420459390523
Germany,2023-05-03,5307.634914697479,-15495.022500874336,25846.68713299701
Germany,2023-05-04,5504.347101522653,-15060.422273321641,27117.81041434278
Germany,2023-05-05,5651.409089547944,-14273.75000977373,27077.637883779236
Germany,2023-05-06,5762.044281172356,-14858.924162710207,26794.43804661657
Germany,2023-05-07,5838.174722530439,-14809.38680889078,26286.15816628374
Germany,2023-05-08,5807.7840596980295,-14625.324342766902,25749.33489132607
Germany,2023-05-09,5707.814749463845,-14683.10646462945,26363.94709138962
Germany,2023-05-10,5522.139051328557,-16257.373926599475,25743.297579995702
Germany,2023-05-11,5256.7643570644095,-15492.777987445412,25934.81605052316
Germany,2023-05-12,4916.072439267233,-15384.951133970444,24915.92490244983
Germany,2023-05-13,4524.314669824338,-15117.25960729946,25613.510121651114
Germany,2023-05-14,4094.668628671943,-16692.858355905835,25622.818916556967
Germany,2023-05-15,3566.3386299284157,-18604.059228085844,22445.51599386579
Germany,2023-05-16,2987.196045874931,-18519.24342085282,24064.32884900849
Germany,2023-05-17,2351.50500048884,-18021.52928961278,22714.48116833496
Germany,2023-05-18,1674.8996545774028,-19044.781268784594,20233.936113281572
Germany,2023-05-19,970.4178160163287,-19948.50466829263,23071.24310700353
Germany,2023-05-20,269.81744455258024,-20465.443622465238,21164.78509774122
Germany,2023-05-21,-406.3511641783766,-22143.819455052428,19608.02131044755
Germany,2023-05-22,-1115.2499331240583,-22055.500923243,17987.041202989312
Germany,2023-05-23,-1805.7005143390734,-22937.83212985728,19734.710252248497
Germany,2023-05-24,-2481.6638344018456,-24046.04023187102,18508.027352684825
Germany,2023-05-25,-3127.2673086502455,-24046.469351380125,19587.75910072758
Germany,2023-05-26,-3730.7392595705296,-24422.622749817263,16574.39170337863
Germany,2023-05-27,-4263.025546638664,-25248.1276122021,15872.859074697999
Germany,2023-05-28,-4708.781616551277,-25804.651263842712,17411.804994317947
Germany,2023-05-29,-5129.257654587036,-26022.2637301141,13715.13229066793
Germany,2023-05-30,-5479.58271086223,-27370.319431962023,14040.904961096121
Germany,2023-05-31,-5770.905459504271,-25694.43770051218,13831.606037899885
Germany,2023-06-01,-5995.229967029085,-25158.808963867166,15788.178250813347
Germany,2023-06-02,-6149.147563368327,-26798.07687868171,13395.055510854394
Germany,2023-06-03,-6212.245132831221,-25603.40360218309,14825.919319432664
Germany,2023-06-04,-6177.888375462562,-26452.157383440473,14778.255521235817
Germany,2023-06-05,-6115.902955917504,-27012.366549353963,14093.48060607556
Germany,2023-06-06,-5989.664412459531,-26154.795716611392,15450.299108972828
Germany,2023-06-07,-5818.059122065348,-26894.33360488183,14663.114135303342
Germany,2023-06-08,-5600.158862470633,-27321.534329372702,15207.300348435278
Germany,2023-06-09,-5338.813657670868,-26439.653270941868,16230.53016528605
Germany,2023-06-10,-5018.946163950981,-25030.527604328203,14431.184519781911
Germany,2023-06-11,-4638.248370281849,-25456.41215694894,15321.597630664706
Germany,2023-06-12,-4269.804993244353,-26112.758079793875,15331.198594574566
Germany,2023-06-13,-3879.155119036226,-23342.87224893252,16263.219979745289
Germany,2023-06-14,-3486.2542829586255,-23144.76331716538,18203.544641962057
Germany,2023-06-15,-3090.178654597517,-22895.56188024271,17504.78550401104
Germany,2023-06-16,-2692.77441359744,-21914.711164408272,17294.284489985774
Germany,2023-06-17,-2277.0332991924706,-21763.060570547113,17382.77558371349
Germany,2023-06-18,-1837.8922342842689,-22592.3561434756,17712.057337460523
Germany,2023-06-19,-1444.9780199615896,-23245.965435848244,19264.863954675897
Germany,2023-06-20,-1059.8048570991973,-21200.197890319905,20172.82823459215
Germany,2023-06-21,-697.8827868820538,-21912.09936860015,21139.208967859686
Germany,2023-06-22,-353.57443211251507,-20727.558059857998,20955.949830271344
Germany,2023-06-23,-23.898768025871277,-19501.664323110457,21220.559675326516
Germany,2023-06-24,312.9414024317383,-21837.963129561722,20361.354435213412
Germany,2023-06-25,666.614514024332,-19844.691595264994,22414.894545397667
Germany,2023-06-26,971.7807248737378,-20363.560307582095,21020.123558838884
Germany,2023-06-27,1270.7735716995323,-18795.618740119447,21509.50123540311
Germany,2023-06-28,1551.3877516771233,-18864.04745076944,20660.286507848446
Germany,2023-06-29,1821.93816735576,-19463.073851648616,22073.670292795457
Germany,2023-06-30,2087.3934348157054,-19677.804133384896,24027.22989056186
Germany,2023-07-01,2370.808478561683,-19270.29591688454,22646.493911262474
Germany,2023-07-02,2682.36310188339,-17492.283587361562,23934.72920066486
Germany,2023-07-03,2956.489395175773,-18239.431268798195,22647.497199088903
Germany,2023-07-04,3234.583065615853,-16980.401912554466,22792.719030795222
Germany,2023-07-05,3502.842359491172,-17673.065284979075,24212.780742795763
Germany,2023-07-06,3767.3978532749543,-16717.515948669563,23478.20804816337
Germany,2023-07-07,4030.5339388385582,-16714.267093083876,23712.688979177714
Germany,2023-07-08,4312.223809789856,-16186.587305628522,24928.741754518396
Germany,2023-07-09,4619.281663254983,-16349.550795687308,24860.22306419611
Germany,2023-07-10,4882.6115392085285,-16612.060364554734,24788.533850557596
Germany,2023-07-11,5140.044272117559,-15671.21154991327,26073.754263378498
Germany,2023-07-12,5374.302550255281,-15459.768122612742,28913.882612957786
Germany,2023-07-13,5588.52223645885,-16177.153267492658,26707.576296414245
Germany,2023-07-14,5781.784666077078,-14647.780250585436,24810.07564477374
Germany,2023-07-15,5971.563645195947,-13151.391526704216,26701.525701081682
Germany,2023-07-16,6162.702692510531,-14960.155474659441,27861.927840197255
Germany,2023-07-17,6284.741964685549,-14411.707130653716,26959.645933215423
Germany,2023-07-18,6374.815692037408,-14393.84858298465,27787.29576252079
Germany,2023-07-19,6415.658498107392,-14383.532814003334,26725.84851692735
Germany,2023-07-20,6410.879159030312,-13944.89734571599,27335.359447370414
Germany,2023-07-21,6361.2986068979,-13249.624910319217,25915.588117093183
Germany,2023-07-22,6286.570762677702,-13603.217937457195,28871.241590217483
Germany,2023-07-23,6194.387569454524,-14376.538153138015,27244.5656702961
Germany,2023-07-24,6017.746235580193,-14080.553997295156,27484.562738881006
Germany,2023-07-25,5797.769709052988,-16028.818744675673,27053.825485068755
Germany,2023-07-26,5521.6208854286015,-15056.255459145323,25967.60354378832
Germany,2023-07-27,5197.671626592954,-15905.853685725786,25676.509938231953
Germany,2023-07-28,4831.72623732675,-15821.857555025395,24431.58342155134
Germany,2023-07-29,4448.5210702629975,-17579.80703200003,26181.398398479112
Germany,2023-07-30,4060.8048730775654,-15609.904477716535,25322.249478985184
Germany,2023-07-31,3606.481201328581,-16738.42649299893,24463.65421985176
Germany,2023-08-01,3131.3072145099713,-16489.69182958133,23454.638198611334
Germany,2023-08-02,2626.6925500476173,-17911.602662825524,23430.837205259188
Germany,2023-08-03,2104.762358300567,-18988.796539073468,23035.15322392066
Germany,2023-08-04,1574.4868879240698,-17672.78724653735,21795.926721907897
Germany,2023-08-05,1063.1017024873563,-20800.952821449362,20865.37565645914
Germany,2023-08-06,585.1251610111219,-19587.900859409787,21334.7198616085
Germany,2023-08-07,79.45606483180939,-20269.720680190367,20846.48042996432
Germany,2023-08-08,-407.9531086794601,-21017.926553026224,20090.804244037157
Germany,2023-08-09,-886.3030876228705,-21481.272871827077,18696.58698949412
Germany,2023-08-10,-1344.8706259699948,-22640.254047336388,20774.29420973507
Germany,2023-08-11,-1776.8452873655651,-22574.15554621532,18989.402625160274
Germany,2023-08-12,-2157.857016630425,-23429.432838136217,18071.07209344284
Germany,2023-08-13,-2476.889234482682,-22365.511435632703,19107.89887260383
Germany,2023-08-14,-2799.096344842548,-22005.356439395386,17501.15459928141
Germany,2023-08-15,-3083.0323996563425,-22583.671443865234,18613.158351161317
Germany,2023-08-16,-3342.749103956042,-24426.695642633855,17917.726749290323
Germany,2023-08-17,-3572.6017150243256,-23613.86357017368,17758.671627590396
Germany,2023-08-18,-3770.9637689504607,-23929.303948575514,17757.905689920583
Germany,2023-08-19,-3918.6304717611138,-23278.27684590828,15333.538706005049
Germany,2023-08-20,-4009.6085319566464,-25103.585957804065,16284.43062118008
Germany,2023-08-21,-4113.814317808273,-25776.89500017631,18039.69869200225
Germany,2023-08-22,-4194.189958350082,-25189.11378682281,16856.95172420103
Germany,2023-08-23,-4268.698255347148,-24345.411438786068,16992.45795693062
Germany,2023-08-24,-4335.037392525193,-24345.30276037236,17029.039739550524
Germany,2023-08-25,-4394.27849919559,-26160.144424527396,15453.17722655935
Germany,2023-08-26,-4429.207673657593,-24814.98015518038,17286.998969973753
Germany,2023-08-27,-4435.071617305075,-26275.51196321075,17485.311918191266
Germany,2023-08-28,-4482.249715426455,-25117.674748790098,15616.175412950726
Germany,2023-08-29,-4533.362697230395,-25356.98955885046,15982.05314051434
Germany,2023-08-30,-4605.278811093311,-24543.82904504584,15261.314387561022
Germany,2023-08-31,-4693.858129271564,-26942.704763720347,15501.175709293015
Germany,2023-09-01,-4797.637241821805,-26634.181416063482,16261.346255407054
Germany,2023-09-02,-4896.23474674616,-25185.64656220758,16290.206003104086
Germany,2023-09-03,-4981.175122146256,-24503.071399365577,14670.845318894146
Germany,2023-09-04,-5118.651925982812,-26538.679385226653,15901.199602430275
Germany,2023-09-05,-5266.738387752908,-25206.320633416653,15021.798917313437
Germany,2023-09-06,-5437.5034458281125,-24826.82318039296,15364.181946027866
Germany,2023-09-07,-5621.872277148616,-25878.04648281359,16486.974364380418
Germany,2023-09-08,-5813.429936012075,-26213.09892911244,15565.538030647218
Germany,2023-09-09,-5986.946303249839,-27208.77724471508,13255.41582284986
Germany,2023-09-10,-6129.317154110218,-28894.690566999387,12768.798068339582
Germany,2023-09-11,-6302.439690921232,-27158.091923417072,16025.00797149324
Germany,2023-09-12,-6460.528042912214,-27739.633589624216,11920.482694419767
Germany,2023-09-13,-6612.325004673756,-28322.444790899048,13392.738343483712
Germany,2023-09-14,-6746.046033942027,-30138.5238373956,13309.611025858167
Germany,2023-09-15,-6853.253346864923,-27509.773275785465,13913.96694466083
Germany,2023-09-16,-6907.4363636986445,-28058.99736340678,12652.366021894752
Germany,2023-09-17,-6894.992291435634,-28425.431044812583,13530.918549919235
Germany,2023-09-18,-6878.1244221893985,-27010.475109280305,14146.453557713774
Germany,2023-09-19,-6812.163245369384,-29019.457352088128,12971.554561921144
Germany,2023-09-20,-6707.7666058242185,-28066.712748706734,13233.209953649226
Germany,2023-09-21,-6555.83524844226,-26501.645255875097,13453.824949645084
Germany,2023-09-22,-6351.342253006255,-28566.55704068978,14473.45065211077
Germany,2023-09-23,-6071.853603535342,-27854.44250225785,14884.991146826125
Germany,2023-09-24,-5708.434969299016,-26140.718580035966,16180.28405456147
Germany,2023-09-25,-5328.463834393583,-26828.33562487097,15574.722343637222
Germany,2023-09-26,-4892.853863086886,-24872.43827265002,15748.468993836306
Germany,2023-09-27,-4418.1497131972865,-23980.040658611873,16104.918933373636
Germany,2023-09-28,-3901.3307661629374,-23749.06633592216,16620.767472993055
Germany,2023-09-29,-3343.5245092059686,-25962.15477261917,17699.197190026793
Germany,2023-09-30,-2728.409103497367,-23133.09970851607,18179.91203367554
Germany,2023-10-01,-2053.002517789164,-21582.79690465192,18069.62193866866
Germany,2023-10-02,-1390.3596350401783,-22271.892370364196,19321.075860499688
Germany,2023-10-03,-706.6864156179392,-21450.740404169665,20166.954068952353
Germany,2023-10-04,-23.33141143427423,-22832.182834675157,20874.295289980088
Germany,2023-10-05,658.5049694025589,-19735.020580942768,19338.56519747936
Germany,2023-10-06,1334.1409653488029,-20455.104804805465,21955.96818903791
Germany,2023-10-07,2017.0826642314823,-18732.75172283982,23130.310255594002
Germany,2023-10-08,2708.293230795205,-18697.7575317877,25148.834752300343
Germany,2023-10-09,3333.5397127832985,-17317.664934292145,23923.419523542772
Germany,2023-10-10,3926.307575110347,-17185.50986806826,25501.617840081304
Germany,2023-10-11,4465.822182279047,-16477.135659771153,25615.278810717446
Germany,2023-10-12,4952.336629948957,-15783.926461981702,24922.75284993059
Germany,2023-10-13,5383.483529650485,-15981.04066080671,24911.492803773795
Germany,2023-10-14,5775.910045849179,-15694.66713421409,27523.149146949312
Germany,2023-10-15,6134.498147456287,-15490.788643516204,26743.245894244377
Germany,2023-10-16,6389.648521927626,-15416.478186179911,26484.78120501396
Germany,2023-10-17,6580.119435019571,-14146.483164285935,28130.92009635265
Germany,2023-10-18,6690.961107568281,-13164.503085902186,28215.688580805265
Germany,2023-10-19,6728.706554648134,-14274.438474894401,26191.03298052308
Germany,2023-10-20,6697.618201393,-14934.675164456492,26592.073204350672
Germany,2023-10-21,6621.211421286141,-14780.6645014874,28354.202563422372
Germany,2023-10-22,6511.358910308098,-14170.640207765618,26821.448017376166
Germany,2023-10-23,6305.456368273957,-13214.25400412315,27659.565446500364
Germany,2023-10-24,6049.142831525716,-13396.383013863713,27353.957530736603
Germany,2023-10-25,5734.11829312713,-14685.681748665236,25357.78318430759
Germany,2023-10-26,5373.221589924816,-15433.00331468873,25439.549592900916
Germany,2023-10-27,4976.569840159241,-17802.578445730447,27137.855459119204
Germany,2023-10-28,4572.982449278839,-16476.677665714215,24741.34849522113
Germany,2023-10-29,4178.995339995727,-17204.26789477133,25653.44899340489
Germany,2023-10-30,3735.9474618074582,-17781.485953232623,23015.1180545597
Germany,2023-10-31,3292.6343217519343,-17425.27001515922,23798.076159500382
Germany,2023-11-01,2843.072359313831,-17899.94195378631,24169.36617798542
Germany,2023-11-02,2401.5380991939605,-20102.73088580075,24560.65377222821
Germany,2023-11-03,1978.684069696582,-18596.160673816845,23866.906256239577
Germany,2023-11-04,1602.9549440218118,-17912.847889885044,22931.165582510446
Germany,2023-11-05,1289.609725997912,-21229.860908319624,22374.70683276362
Germany,2023-11-06,977.831921261081,-17718.11534134824,22261.310885359602
Germany,2023-11-07,713.422041413949,-20411.83922184102,22445.973869016598
Germany,2023-11-08,486.615593576728,-19461.232127648764,21807.55113621935
Germany,2023-11-09,307.1895518620944,-21821.571942453644,18976.856828716045
Germany,2023-11-10,180.6581082783397,-19616.02439235605,20340.24453021942
Germany,2023-11-11,129.77973624233525,-21407.546567358706,21876.20333249711
Germany,2023-11-12,163.6797534904356,-20725.04018983012,22133.622299407616
Germany,2023-11-13,215.06850823382968,-19539.937069988464,20050.483258543507
Germany,2023-11-14,323.0475679233641,-20719.08265157754,21651.366520788015
Germany,2023-11-15,471.04497978154654,-19104.068800847137,21237.827742571208
Germany,2023-11-16,662.0404391618081,-21205.330416767876,21782.127965545682
Germany,2023-11-17,894.8789665099547,-20269.945512300845,20472.279580366696
Germany,2023-11-18,1185.8929351396484,-19934.668466721752,22557.403764640014
