location,ds,yhat,yhat_lower,yhat_upper
Brazil,2022-07-22,37494.83478909962,13443.248213364266,60800.43790020338
Brazil,2022-07-23,37066.02790089146,14013.11167310144,59069.07844025157
Brazil,2022-07-24,36706.59007778818,14559.58236980467,62993.196851363944
Brazil,2022-07-25,36290.8837797898,13104.194043969424,62496.72615452618
Brazil,2022-07-26,35878.71958800399,11529.955099160099,61747.41592634182
Brazil,2022-07-27,35459.272663800984,12813.592183157301,57514.50854291408
Brazil,2022-07-28,35027.74709796668,10614.869552000473,61002.106166367805
Brazil,2022-07-29,34594.50729138748,10165.00828440187,59761.30195934012
Brazil,2022-07-30,34157.15322524674,8654.40207829941,57396.93610418144
Brazil,2022-07-31,33784.502437177514,9758.767971827032,59567.637295262226
Brazil,2022-08-01,33350.71815868664,5476.135017317425,56653.82103266476
Brazil,2022-08-02,32915.667492293614,7759.451442904143,57249.10684624992
Brazil,2022-08-03,32468.82245915121,8833.49331004916,56039.59623281779
Brazil,2022-08-04,32005.901890385285,9529.112020152383,56617.71546832402
Brazil,2022-08-05,31537.97423028436,5775.797944485617,55706.69619285726
Brazil,2022-08-06,31063.49921069594,5836.020870663948,54853.21547170849
Brazil,2022-08-07,30652.2724519114,5610.665860879067,54371.43330541468
Brazil,2022-08-08,30179.513780262037,6536.812995761748,53862.01142455878
Brazil,2022-08-09,29706.18452780332,4451.482438500568,55094.101725165725
Brazil,2022-08-10,29222.848038476834,5920.586423014549,52877.74775041342
Brazil,2022-08-11,28726.27270907764,3949.2847024316643,52991.67237492805
Brazil,2022-08-12,28228.49890604162,5004.210697146633,52461.83437090826
Brazil,2022-08-13,27728.848867543693,4740.3889674567245,52095.18516378327
Brazil,2022-08-14,27297.844636923262,4508.544622608419,51729.2348398882
Brazil,2022-08-15,26811.275618179574,2943.7716280202876,51940.05289158481
Brazil,2022-08-16,26330.50160435055,2311.558331304045,49890.9596744503
Brazil,2022-08-17,25846.305856115545,3091.7127228520326,49625.47438340824
Brazil,2022-08-18,25355.49766949158,-825.8651849958414,49419.876549190456
Brazil,2022-08-19,24869.985639987313,1042.6846788107378,49893.715900560215
Brazil,2022-08-20,24388.800360987792,1754.3596563687274,49564.99548250395
Brazil,2022-08-21,23982.031006785342,-843.4369734477787,49248.617133336455
Brazil,2022-08-22,23524.91659274619,-358.5466388401886,47444.331325370455
Brazil,2022-08-23,23078.176790843896,-2748.9216221403267,46208.578630243115
Brazil,2022-08-24,22631.895764750494,-145.1983564015148,48475.01649474881
Brazil,2022-08-25,22182.15724826639,-2010.2209247723936,46889.06020690176
Brazil,2022-08-26,21740.150836204462,-1724.2408182909778,47324.32945301814
Brazil,2022-08-27,21304.226751283888,-3410.514913646643,46403.51389388277
Brazil,2022-08-28,20943.862642523723,-5000.147130928717,44726.21820162662
Brazil,2022-08-29,20533.781651874167,-5203.866033411389,42782.1318840389
Brazil,2022-08-30,20134.305736391085,-3898.6502447068992,43309.671559434835
Brazil,2022-08-31,19735.256751775814,-4577.112340689944,43644.049697168586
Brazil,2022-09-01,19332.602785123207,-4875.1339065019065,43611.76308210195
Brazil,2022-09-02,18937.569146299364,-7478.16947795065,43206.53871740573
Brazil,2022-09-03,18548.69117508081,-6536.7316137459975,41766.759507417104
Brazil,2022-09-04,18235.77200843039,-6531.661708324955,42499.048457280216
Brazil,2022-09-05,17873.985117493146,-5941.269240875555,44539.72495144735
Brazil,2022-09-06,17524.20587026648,-7791.3858259791705,40351.683550896116
Brazil,2022-09-07,17176.885348644333,-6542.563046417322,41336.25136619843
Brazil,2022-09-08,16828.66480772138,-5740.078294791286,42204.62737797686
Brazil,2022-09-09,16491.451273143706,-8665.058398126246,41340.86432604856
Brazil,2022-09-10,16164.432672272687,-7255.195679820638,38469.167041833934
Brazil,2022-09-11,15917.996994725188,-8972.273794619672,39386.158574781286
Brazil,2022-09-12,15627.796711662317,-7980.113021233245,39731.52231218639
Brazil,2022-09-13,15355.044151362523,-9475.148524004562,39151.151703778894
Brazil,2022-09-14,15090.352474602558,-8840.121410481335,37672.81656278035
Brazil,2022-09-15,14830.321977711483,-8690.613459076669,39596.94284714475
Brazil,2022-09-16,14586.593437477859,-9855.68128924677,38145.53234338537
Brazil,2022-09-17,14357.84794699231,-10002.19541828033,38031.95275756512
Brazil,2022-09-18,14213.718587499374,-9554.990700308448,38589.89983988002
Brazil,2022-09-19,14028.855778146037,-8922.004999339406,39262.62607161274
Brazil,2022-09-20,13863.23235112065,-12029.99028882257,39022.47367476131
Brazil,2022-09-21,13706.003064894177,-11307.232976843054,37171.10838217487
Brazil,2022-09-22,13552.118062970052,-10740.826325395952,36757.19282386797
Brazil,2022-09-23,13411.411481810132,-11441.873811822872,37340.82492842734
Brazil,2022-09-24,13280.643865977803,-10525.708905527068,38879.20570025269
Brazil,2022-09-25,13227.462682017322,-10246.62811806731,36210.56783159274
Brazil,2022-09-26,13124.521484164075,-10644.337527956508,38144.04791582922
Brazil,2022-09-27,13029.842290116367,-11143.349046653386,35783.66050238138
Brazil,2022-09-28,12930.734232100263,-13677.653536176895,36571.73327964087
Brazil,2022-09-29,12820.466232601066,-12652.079321541805,35906.29379737158
Brazil,2022-09-30,12707.413092303774,-10570.464589357776,37737.63296709417
Brazil,2022-10-01,12587.15182911562,-12493.6099945188,37521.837244739436
Brazil,2022-10-02,12526.470793989662,-10553.870095982418,37606.14509980219
Brazil,2022-10-03,12397.530460186976,-11426.019295975224,37515.68817238683
Brazil,2022-10-04,12258.25895048146,-10126.433517736363,38093.09211743344
Brazil,2022-10-05,12096.294086492262,-10511.907136388452,35466.81619563042
Brazil,2022-10-06,11905.668684995127,-10879.082261977936,36443.03953279415
Brazil,2022-10-07,11695.95775817013,-12543.93743340211,34960.947047750175
Brazil,2022-10-08,11464.364048620799,-13452.236826052507,38235.859287340856
Brazil,2022-10-09,11279.704359276599,-13070.616402203505,35976.82624024187
Brazil,2022-10-10,11016.535860909386,-15278.752852181044,34709.10680160032
Brazil,2022-10-11,10735.506079043054,-14386.499443617899,33064.54313636183
Brazil,2022-10-12,10427.239320912044,-15473.937542615102,35004.99907410908
Brazil,2022-10-13,10088.957561365803,-13207.896238028181,35456.30102904579
Brazil,2022-10-14,9733.556024033203,-14496.661822338043,31819.28490486723
Brazil,2022-10-15,9361.611712273963,-12719.850830226569,33724.444685053495
Brazil,2022-10-16,9045.289368686805,-15546.493545384727,34769.5401543092
Brazil,2022-10-17,8662.386203781592,-14195.386968732972,32427.796767503278
Brazil,2022-10-18,8276.601331271948,-16347.26794944582,32400.142078207045
Brazil,2022-10-19,8249.236176970739,-15938.54021892814,31712.45959721058
Brazil,2022-10-20,8212.069792376013,-15567.110715404662,32937.17556582947
Brazil,2022-10-21,8180.043957218575,-16749.15938827507,32190.16599485565
Brazil,2022-10-22,8155.325654031893,-16915.32439351078,31763.830492964615
Brazil,2022-10-23,8211.169335862058,-15849.191699608687,33419.80762058939
Brazil,2022-10-24,8225.930436006309,-16850.036139830598,31512.278914951617
Brazil,2022-10-25,8263.31708529758,-14119.68897050823,31295.97247708587
Brazil,2022-10-26,8316.19570220523,-16702.757191828492,31252.27907590072
Brazil,2022-10-27,8383.15092903825,-14143.741515916421,31463.20231854878
Brazil,2022-10-28,8477.52207578412,-16562.957107809187,31541.993242604407
Brazil,2022-10-29,8599.395657326062,-16490.36621317693,33909.01995188518
Brazil,2022-10-30,8819.519192054631,-16277.165550925303,33651.95966810506
Brazil,2022-10-31,9013.377619667808,-16283.100948936572,32558.354760324783
Brazil,2022-11-01,9241.517610594008,-13426.728170288665,34193.40495790825
Brazil,2022-11-02,9493.433439114871,-15672.84682454328,34255.79576201663
Brazil,2022-11-03,9764.212654861583,-13802.681215824638,35234.40097613485
Brazil,2022-11-04,10063.66129283169,-14294.853292151887,35530.86263131555
Brazil,2022-11-05,10388.385672643331,-12998.897824213644,34291.89239028334
Brazil,2022-11-06,10805.793379731545,-12031.531347640888,33896.13615813328
Brazil,2022-11-07,11188.252246544704,-12659.493682074717,34571.78918905635
Brazil,2022-11-08,11593.490177749023,-12208.331615356627,35689.95275122024
Brazil,2022-11-09,12008.547248161247,-10371.082233723826,36848.87911002167
Brazil,2022-11-10,12426.476319003112,-11121.2498330532,36492.61734858684
Brazil,2022-11-11,12855.510240678437,-13026.240051616773,36139.67354816756
Brazil,2022-11-12,13291.171392340892,-8325.93831606041,37071.55958693878
Brazil,2022-11-13,13800.285266136163,-9856.604664357139,37351.87199327969
Brazil,2022-11-14,14255.136477555774,-9830.791066987616,39365.170802522436
Brazil,2022-11-15,14713.850077206185,-9603.847153718105,39837.224343589405
Brazil,2022-11-16,15164.310098096083,-9003.200071911546,38860.6572754978
Brazil,2022-11-17,15600.812555729057,-8750.770124812685,39663.42237809811
Brazil,2022-11-18,16033.17238540346,-6789.698966910993,37462.456029822024
Brazil,2022-11-19,16458.761892414186,-7775.09513370371,40271.333948212596
Brazil,2022-11-20,16946.444609626786,-8489.422682810893,39813.60844265956
Brazil,2022-11-21,17370.645432045927,-6137.389631446411,40385.086297746326
Brazil,2022-11-22,17791.642623871016,-6309.602717499213,40698.418936020586
Brazil,2022-11-23,18199.396506733294,-7161.467623848368,42101.4833412216
Brazil,2022-11-24,18590.114991692324,-6286.939842759129,44489.547339887766
Brazil,2022-11-25,18975.278368179843,-4623.523339138206,42106.10816856356
Brazil,2022-11-26,19353.603749388792,-3927.385131535467,45197.97591408563
Brazil,2022-11-27,19794.915700470967,-5668.959429022683,43399.99549696647
Brazil,2022-11-28,20174.1662760346,-3346.0269341740063,44380.635948498646
Brazil,2022-11-29,20551.69206775946,-3907.85449181462,44805.40077788222
Brazil,2022-11-30,20917.024656670128,-2909.6518401950943,45082.8369948286
Brazil,2022-12-01,21265.455742275462,-1934.1197242283652,45908.479944868435
Brazil,2022-12-02,21607.079950783682,-3832.4594794708296,44688.350921260426
Brazil,2022-12-03,21938.79576054413,-2412.388419500856,46760.15868271861
Brazil,2022-12-04,22328.23054468289,-2223.1404157966726,47452.75419029708
Brazil,2022-12-05,22647.831867498193,-2835.511740372483,47305.89190190103
Brazil,2022-12-06,22955.21099974509,-1437.2892267290545,46297.70581835541
Brazil,2022-12-07,23237.052899909755,-934.1131833594568,47620.871369910645
Brazil,2022-12-08,23485.791323629644,-1495.9765151606139,48485.7783515383
Brazil,2022-12-09,23708.76905476033,-1929.8633413837883,46191.400665038615
Brazil,2022-12-10,23900.36036502209,-1970.5837922916614,46655.81128176665
Brazil,2022-12-11,23761.853542868583,-679.7253873260137,46495.54954175161
Brazil,2022-12-12,23528.15488875923,-626.2692517185569,47404.801640995094
Brazil,2022-12-13,23255.750467641257,-1165.155343184818,48490.56468135124
Brazil,2022-12-14,22930.882123389412,-2331.86794290957,46325.365370482956
Brazil,2022-12-15,22546.309951091145,-1521.899833963762,47137.6871208567
Brazil,2022-12-16,22110.54259066107,-3211.1456740086123,44639.00719021275
Brazil,2022-12-17,21620.009600601552,-3325.8351734438916,46258.27164810273
Brazil,2022-12-18,21143.13596211848,-3358.6174962127507,45332.92576672405
Brazil,2022-12-19,20554.555304636786,-2890.254646849485,45950.54604161048
Brazil,2022-12-20,19915.542844103285,-3662.0574188964047,44123.1129541187
Brazil,2022-12-21,19217.978034792955,-3479.917832111558,42490.801437067305
Brazil,2022-12-22,18461.0322169423,-4902.269752908625,41950.025854249725
Brazil,2022-12-23,17660.298858916183,-7025.550698621486,43722.73590322086
Brazil,2022-12-24,16819.8421855639,-7039.108859823193,42224.28376976971
Brazil,2022-12-25,16016.126457578082,-9351.81217149402,41812.04121755444
Brazil,2022-12-26,15132.06534816029,-8642.674896116521,41944.89452669973
Brazil,2022-12-27,14237.275844750468,-10385.95716226609,38661.6648010508
Brazil,2022-12-28,13331.850618349567,-9565.99634924891,39218.09734186607
Brazil,2022-12-29,12422.848498963484,-11984.69004063726,34929.869549710944
Brazil,2022-12-30,11533.22532316533,-11416.945607509593,36259.8590936939
Brazil,2022-12-31,10673.685809939332,-15214.330760945266,34435.63739717906
Brazil,2023-01-01,9926.423670688642,-15848.202004023196,33764.76508577317
Brazil,2023-01-02,9178.994291888544,-14660.3555022166,32642.371288841347
Brazil,2023-01-03,8504.409135808379,-16298.332526360791,35227.78596956243
Brazil,2023-01-04,7904.7702208205155,-16826.506960279185,32188.561103142398
Brazil,2023-01-05,7387.6483225795255,-17663.20819719925,32565.51057028278
Brazil,2023-01-06,6974.930638874943,-16808.290012061643,30653.491038114837
Brazil,2023-01-07,6674.621428056074,-19109.35264130191,29375.982946934608
Brazil,2023-01-08,6564.564974211733,-17153.84820024262,30476.797719603794
Brazil,2023-01-09,6526.3365923959445,-17882.649431507467,30743.517723739205
Brazil,2023-01-10,6625.391373716135,-18864.182260840338,30931.00082103787
Brazil,2023-01-11,6854.788738545178,-17328.441943017675,29576.6250326367
Brazil,2023-01-12,7211.695291349031,-19213.023287281452,32447.65738307539
Brazil,2023-01-13,7706.3897327481245,-17064.61509978574,30868.681546305357
Brazil,2023-01-14,8334.250547938931,-14393.908102484573,34058.169921719455
Brazil,2023-01-15,9159.692286989195,-14201.62343975989,32395.602306149558
Brazil,2023-01-16,10050.291941377218,-13530.571533905786,34938.91359946016
Brazil,2023-01-17,11057.190329485642,-11798.485246140659,35823.18766455248
Brazil,2023-01-18,12159.081302584857,-11590.78054198696,36409.11781848866
Brazil,2023-01-19,13338.985659057515,-11071.7310607727,38286.30995771162
Brazil,2023-01-20,14593.527698348087,-10263.252194323622,38464.525660037005
Brazil,2023-01-21,15905.189227948995,-8837.901736736589,39848.17338484084
Brazil,2023-01-22,17326.500991152763,-5459.628571922402,41965.59231069018
Brazil,2023-01-23,18714.407369159875,-6623.8064265017465,42002.1836660329
Brazil,2023-01-24,20110.883951682474,-5550.333021430094,42679.32480099058
Brazil,2023-01-25,21487.115928554358,-2337.2310738426927,45193.41183832804
Brazil,2023-01-26,22820.429907507438,-358.87745719646165,46411.97228452406
Brazil,2023-01-27,24103.693486619886,66.92362947694629,47473.15106796394
Brazil,2023-01-28,25317.65455830349,560.9081628897296,51108.424545174916
Brazil,2023-01-29,26515.178311124557,606.2408502642005,52563.41091583873
Brazil,2023-01-30,27555.616664932393,2566.4148756048735,50079.81817667809
Brazil,2023-01-31,28485.38952585491,5086.851323058406,52994.3902671609
Brazil,2023-02-01,29282.0865212573,5905.726873119086,56153.03779433014
Brazil,2023-02-02,29931.283425905815,6363.872885563676,54058.66903627191
Brazil,2023-02-03,30501.600252782984,6250.920716354725,55831.12902030869
Brazil,2023-02-04,30919.42535457843,6249.586107488612,52872.185134302985
Brazil,2023-02-05,31250.369283515094,7653.131390505976,56272.911495575354
Brazil,2023-02-06,31367.585965868486,7359.912855647698,57281.84567282404
Brazil,2023-02-07,31332.09660537669,7677.464639513206,53893.45769140219
Brazil,2023-02-08,31136.62032186579,6822.749658124734,56592.739686404784
Brazil,2023-02-09,30782.111526137567,5687.040592858075,55184.91850536212
Brazil,2023-02-10,30286.726743205498,6388.419629009472,54200.1642486098
Brazil,2023-02-11,29657.70203490805,4157.156641493891,54891.52656018896
Brazil,2023-02-12,28975.10873798876,5784.0825108011,54022.46663140894
Brazil,2023-02-13,28125.7323514379,5560.238714524527,51911.13211742865
Brazil,2023-02-14,27183.16417249349,4402.919698233109,50703.30326594364
Brazil,2023-02-15,26151.42443445224,23.594168426588137,49320.835487751916
Brazil,2023-02-16,25041.32090099085,-41.97963072163897,50318.37914311935
Brazil,2023-02-17,23879.268885942336,834.1141198494348,47682.99410667677
Brazil,2023-02-18,22679.05634429759,-2483.042044639721,47003.38401672511
Brazil,2023-02-19,21525.523437180374,-821.8482269074811,44298.27077457827
Brazil,2023-02-20,20308.40225731711,-4414.625752820738,44508.63078510029
Brazil,2023-02-21,19102.40632780772,-1651.8248835933082,45480.9204438028
Brazil,2023-02-22,17910.88781655767,-8381.23313911232,43895.05647852377
Brazil,2023-02-23,16742.264820715238,-5811.905330917846,42210.65617167234
Brazil,2023-02-24,15618.942353351125,-8186.266527329087,39725.39524940559
Brazil,2023-02-25,14549.207675214948,-9173.061055234508,37883.664270508685
Brazil,2023-02-26,13611.065789993965,-10456.335117580627,39341.19794155866
Brazil,2023-02-27,12686.256721187456,-11980.291308413738,35152.98026221522
Brazil,2023-02-28,11840.539738175812,-13054.682269896672,36095.70586857866
Brazil,2023-03-01,11067.557765530106,-12272.592774235552,34326.5366390445
Brazil,2023-03-02,10365.479476570186,-13995.222586349824,33798.310556186014
Brazil,2023-03-03,9746.137823576653,-15076.624520609032,34726.82710695579
Brazil,2023-03-04,9207.140857690934,-15643.330204320273,33311.09703703784
Brazil,2023-03-05,8815.916068465032,-15754.979717801043,32519.704790732354
Brazil,2023-03-06,8443.925577613561,-16640.182819995694,31356.771981698876
Brazil,2023-03-07,8147.133469030084,-15233.468228756608,34820.240839304744
Brazil,2023-03-08,7910.035082524443,-17226.117069336655,32229.6124268018
Brazil,2023-03-09,7722.442911108943,-14795.36784146547,30592.905545481997
Brazil,2023-03-10,7588.745589634948,-16113.59269491488,33534.114784568155
Brazil,2023-03-11,7500.114194184842,-16711.638930992493,30980.14646703581
Brazil,2023-03-12,7518.6160972714215,-17666.611826784967,31100.849691028186
Brazil,2023-03-13,7511.473377784512,-15840.91950720153,33567.5199313429
Brazil,2023-03-14,7531.5473657068405,-16970.35704983873,32179.21858890399
Brazil,2023-03-15,7561.3600490278695,-17854.513178014524,30875.723969663046
Brazil,2023-03-16,7589.848439056424,-16280.49330653487,31838.430766646245
Brazil,2023-03-17,7621.570336018824,-17171.18591052075,31148.203225887635
Brazil,2023-03-18,7648.838097072161,-14442.854259489563,30692.23481944787
Brazil,2023-03-19,7735.743385083453,-17213.063741822705,32970.23724114622
Brazil,2023-03-20,7752.312896944777,-16054.952710703335,31503.21551239839
Brazil,2023-03-21,7754.879829702217,-16998.09546041381,32166.427978654756
Brazil,2023-03-22,7729.985079436426,-16665.73055246806,33193.95377964446
Brazil,2023-03-23,7671.00753750129,-17657.553156069942,32344.410999289015
Brazil,2023-03-24,7587.245110796479,-13967.253060621819,33495.69600449719
Brazil,2023-03-25,7475.926090176391,-17773.899540162227,32136.084846188485
Brazil,2023-03-26,7406.116633280171,-16403.41568703675,29258.52965194438
Brazil,2023-03-27,7252.76685234397,-16580.728726275513,31509.465810789352
Brazil,2023-03-28,7076.982443415016,-16521.071320022227,30550.509330888406
Brazil,2023-03-29,6869.837440949163,-17265.46464293075,29847.139921239577
Brazil,2023-03-30,6628.929143073985,-17284.941623049694,32789.8662319624
Brazil,2023-03-31,6367.397412718898,-19016.054805531156,31120.533757885896
Brazil,2023-04-01,6085.88863303573,-17455.238951324467,29366.187093970355
Brazil,2023-04-02,5856.430116479961,-18503.291109706315,30547.786224014806
Brazil,2023-04-03,5556.457128075728,-20118.67236215449,28181.337159338407
Brazil,2023-04-04,5249.0787312797365,-19808.774027607193,29858.354438747443
Brazil,2023-04-05,4926.897191954306,-19935.757151363352,28093.099730443013
Brazil,2023-04-06,4588.580358236745,-19487.710484280193,27439.168861248676
Brazil,2023-04-07,4247.9080491540535,-19638.643888738257,28662.79663022896
Brazil,2023-04-08,3905.7708925806173,-18019.908212383318,28429.77701259091
Brazil,2023-04-09,3634.085676621516,-21749.701256785156,26633.141348429825
Brazil,2023-04-10,3309.867567166872,-20523.403252504846,26388.961703337267
Brazil,2023-04-11,2995.543612088859,-21596.777374314282,27429.74361537705
Brazil,2023-04-12,2682.8205547357825,-21594.311351944132,26811.5726147077
Brazil,2023-04-13,2369.3047868881467,-22274.178992006822,28459.295842025527
Brazil,2023-04-14,2067.594055059864,-23337.033460747225,26680.52864047338
Brazil,2023-04-15,1777.3181464265476,-20417.917293597613,26678.40689782138
Brazil,2023-04-16,1569.091636278452,-23319.644563429974,27089.10936084303
Brazil,2023-04-17,1318.6183179273526,-22339.238835686938,26632.848845371565
Brazil,2023-04-18,1087.03126333812,-22344.996734822063,28309.154922459522
Brazil,2023-04-19,864.7813243131882,-23483.876628576596,24883.598263329426
Brazil,2023-04-20,648.271941848313,-22573.318837600622,23167.275167896893
Brazil,2023-04-21,448.9601480047495,-23895.119239047614,25443.78572389669
Brazil,2023-04-22,265.4014651845464,-25055.898967480938,24433.392366167678
Brazil,2023-04-23,167.20244037990233,-23200.020963376897,24490.68170602996
Brazil,2023-04-24,29.121231931336297,-22595.925537269693,25374.145459405237
Brazil,2023-04-25,-88.59890538275704,-23451.4943164,22443.154612143942
Brazil,2023-04-26,-196.34947042653266,-24408.02855888121,24196.692890000428
Brazil,2023-04-27,-298.53106045134336,-24527.549686371523,26621.64934794304
Brazil,2023-04-28,-384.46137870275925,-23649.408387396685,24076.489569998615
Brazil,2023-04-29,-456.33831770225925,-26561.269686806863,24003.733009681036
Brazil,2023-04-30,-445.2935992443058,-26553.553945979813,22364.790858157623
Brazil,2023-05-01,-477.2959042595098,-24956.68801243118,23716.09538634737
Brazil,2023-05-02,-492.8181546979795,-24646.67315727676,23970.04154236851
Brazil,2023-05-03,-502.95486484949924,-24811.30954580115,22765.260484955925
Brazil,2023-05-04,-512.7905927989027,-24461.592553391147,22997.73774416944
Brazil,2023-05-05,-512.298722833677,-25945.28786328699,22043.597862773502
Brazil,2023-05-06,-504.2922419155261,-26553.078097735084,23354.913555069903
Brazil,2023-05-07,-420.46241852362937,-23555.076456617346,24574.600757135584
Brazil,2023-05-08,-387.26490357627563,-24800.19153953414,23621.365430305003
Brazil,2023-05-09,-345.56863746551426,-23332.05450875856,23973.36340938563
Brazil,2023-05-10,-306.7543089690362,-22753.85405710833,25168.75845130851
Brazil,2023-05-11,-276.06429821189204,-25563.885963293815,24809.810738603104
Brazil,2023-05-12,-243.48427289042002,-23395.118633471633,24444.13518243137
Brazil,2023-05-13,-211.6790384508913,-22041.122609293117,24100.78389250462
Brazil,2023-05-14,-112.01944898751685,-24099.876755753015,23788.258446723445
Brazil,2023-05-15,-70.46072088433925,-25018.748848407857,23333.810997918168
Brazil,2023-05-16,-27.188244664853073,-25184.76784861689,23684.595633172175
Brazil,2023-05-17,7.281789880062661,-25294.65108195387,25513.55834369214
Brazil,2023-05-18,28.744622293284692,-23812.247167892034,24305.74723542869
Brazil,2023-05-19,48.41162301994382,-24604.31283606373,24292.19517345964
Brazil,2023-05-20,64.95485938375987,-24488.806692796865,24042.18703428123
Brazil,2023-05-21,148.4549101746087,-23889.051839660548,23595.839367893484
Brazil,2023-05-22,174.4920613442365,-23837.21138947936,23269.55092588992
Brazil,2023-05-23,204.46528457952104,-26328.280803457375,24854.805884689642
Brazil,2023-05-24,229.45261149385215,-25148.94437495526,24575.671908391316
Brazil,2023-05-25,246.81148528687766,-26494.445243572623,25704.358180063424
Brazil,2023-05-26,269.23983685617725,-23215.83223415356,24260.41965478254
Brazil,2023-05-27,296.7765003259955,-24760.938357914933,24535.090260687044
Brazil,2023-05-28,400.7056585398834,-23223.82438170883,23485.889767567318
Brazil,2023-05-29,457.6067157007076,-24306.318628849956,25051.980647275665
Brazil,2023-05-30,529.6354332369916,-25089.638855811336,26129.768224051568
Brazil,2023-05-31,608.3510810124517,-24239.98810369497,25219.091574498154
Brazil,2023-06-01,691.2894106404601,-23920.321157290313,27279.61364684297
Brazil,2023-06-02,791.003215997337,-22927.7398384146,25519.78491079987
Brazil,2023-06-03,907.0499555135466,-23933.898598259275,24207.502448761214
Brazil,2023-06-04,1109.891785108335,-23700.253136457057,25837.43102912315
Brazil,2023-06-05,1274.9498303807845,-25034.257531093306,24222.26797448021
Brazil,2023-06-06,1462.8987202955516,-22157.33011474574,26149.855692753386
Brazil,2023-06-07,1663.5160637861663,-23329.28544088294,25553.091864432437
Brazil,2023-06-08,1872.2863450467453,-21054.553084845666,26336.503983812665
Brazil,2023-06-09,2099.4804156019663,-22433.65387787365,25197.03324974558
Brazil,2023-06-10,2342.1892269698515,-21206.94095344997,25206.525226587204
Brazil,2023-06-11,2668.2760981651036,-22010.324897462608,27910.652618184125
Brazil,2023-06-12,2950.4880951433493,-21949.04486675404,26675.322529539328
Brazil,2023-06-13,3246.811129226977,-19977.992080823893,30049.346159256318
Brazil,2023-06-14,3544.3819157932985,-20492.693024503344,28517.943746347635
Brazil,2023-06-15,3836.154646766028,-20288.319354639225,25758.394592734458
Brazil,2023-06-16,4130.041896516899,-20533.37729504732,27848.351209155226
Brazil,2023-06-17,4421.006757750671,-20787.54092658173,28573.25849387303
Brazil,2023-06-18,4775.068913287119,-18355.862100089387,29358.064466086595
Brazil,2023-06-19,5063.463737730146,-18184.90731128471,27986.817904911186
Brazil,2023-06-20,5343.037702025711,-18211.910398050426,30658.543896647927
Brazil,2023-06-21,5600.192076802694,-18846.16140900738,30756.80952142334
Brazil,2023-06-22,5827.571865915765,-17992.73764996317,30046.70938168236
Brazil,2023-06-23,6033.21881909653,-18894.684228836886,31986.998467344503
Brazil,2023-06-24,6212.665122083373,-17503.074714988008,30850.77800638363
Brazil,2023-06-25,6432.930357651609,-17567.560583843228,30091.096825189252
Brazil,2023-06-26,6566.661009651369,-15352.034022066138,32607.59073715567
Brazil,2023-06-27,6672.496248389833,-17450.053311572832,30796.46132012104
Brazil,2023-06-28,6738.972733712982,-15882.209211887948,33049.85725000621
Brazil,2023-06-29,6761.166363111069,-15158.321417364845,30663.825545506606
Brazil,2023-06-30,6749.791037369434,-18294.92808227413,31773.513135274206
Brazil,2023-07-01,6703.232459567975,-17679.337027984464,31347.11627161035
Brazil,2023-07-02,6691.4811320525,-18624.491069885353,32052.07536867241
Brazil,2023-07-03,6590.20550423145,-17428.255693230378,32195.126304493595
Brazil,2023-07-04,6461.050752047671,-16388.683285359264,30131.251256312335
Brazil,2023-07-05,6295.477680593689,-18557.53884062652,29416.35920882756
Brazil,2023-07-06,6091.341394780219,-18224.371888724683,30080.916171400124
Brazil,2023-07-07,5861.931442350389,-18335.1342024886,31452.278023909887
Brazil,2023-07-08,5607.952944620436,-20129.900762115314,29411.829398121274
Brazil,2023-07-09,5401.414204983536,-18151.745194003262,28730.464630865197
Brazil,2023-07-10,5119.662862199476,-17731.577115951768,28834.22133646293
Brazil,2023-07-11,4825.6569415762815,-19036.958202462818,28764.417508881783
Brazil,2023-07-12,4511.785902302215,-20943.61170610292,29178.71746417089
Brazil,2023-07-13,4450.774736270353,-18726.11875733473,27521.228136692844
Brazil,2023-07-14,4381.7274360967085,-21184.90583068073,28865.576830084086
Brazil,2023-07-15,4305.119944990307,-21045.42034079255,28664.81036824775
Brazil,2023-07-16,4292.376703050775,-21646.636004971173,29899.793891997808
Brazil,2023-07-17,4219.937492723164,-18559.9694350791,27537.17774473138
Brazil,2023-07-18,4149.566828954954,-20168.91812761674,27870.388321385803
Brazil,2023-07-19,4072.2197668283566,-20963.138746823566,26770.05458757205
Brazil,2023-07-20,3984.6627069823894,-21690.510280623686,26156.179162523764
Brazil,2023-07-21,3898.569427705095,-20722.58163670217,25856.53668118618
Brazil,2023-07-22,3812.570019905812,-20647.030807993153,26502.645918417795
Brazil,2023-07-23,3796.216069427603,-20919.02459744339,26818.928858251133
Brazil,2023-07-24,3724.1017676851675,-19390.17175940184,27458.44746033316
Brazil,2023-07-25,3656.224749945702,-19414.941609936963,30109.985866430146
Brazil,2023-07-26,3581.8991147412034,-21843.1144941951,28389.520605922324
Brazil,2023-07-27,3496.4179384580048,-18682.394529014855,28295.88360563845
Brazil,2023-07-28,3410.1844366527794,-21676.421772786896,25690.011269489296
Brazil,2023-07-29,3320.788590096854,-20040.282253713896,26262.952790814707
Brazil,2023-07-30,3296.991963866354,-20704.357107321168,28971.12230370044
Brazil,2023-07-31,3212.8600419635486,-22121.33585324775,29300.15948863102
Brazil,2023-08-01,3128.1257831327293,-21741.76730870143,27803.555570150264
